,brand,model,vehicle_age,km_driven,fuel_type,transmission_type,mileage,engine,max_power,seats,Owner_type,selling_price
10808,Maruti,Baleno,4,46982,Petrol,Manual,21.4,1197,83.1,5,2,572000
10809,Maruti,Ignis,2,15000,Petrol,Manual,20.89,1197,81.8,5,1,500000
10810,Skoda,Rapid,5,49000,Diesel,Automatic,21.66,1498,103.52,5,1,660000
10811,Maruti,Eeco,2,25000,CNG,Manual,21.94,1196,61.7,5,1,370000
10813,Hyundai,i20,4,37999,Petrol,Manual,18.6,1197,81.83,5,1,540000
10814,Honda,Amaze,7,53589,Diesel,Manual,25.8,1498,98.6,5,1,350000
10816,Tata,Tigor,3,17206,Petrol,Automatic,20.3,1199,84.0,5,1,565000
10817,Honda,City,7,52643,Diesel,Manual,26.0,1498,98.6,5,1,525000
10818,Hyundai,Verna,10,29800,Diesel,Manual,16.2,1493,110.0,5,2,225000
10819,Tata,Tigor,2,40000,Diesel,Manual,24.7,1047,69.0,5,2,529000
10820,Datsun,GO,4,15759,Petrol,Manual,19.02,1198,67.05,5,1,260000
10821,Hyundai,i20,6,56000,Diesel,Manual,21.19,1396,88.73,5,1,585000
10822,Honda,City,7,44000,Diesel,Manual,26.0,1498,98.6,5,2,535000
10824,Ford,Ecosport,5,78648,Diesel,Manual,22.77,1498,98.59,5,2,596000
10825,Ford,Ecosport,5,100000,Diesel,Manual,22.77,1498,98.59,5,1,600000
10826,Maruti,Celerio,7,53412,Petrol,Automatic,23.1,998,67.04,5,1,300000
10827,Hyundai,i20,3,10080,Petrol,Manual,18.6,1197,81.83,5,2,720000
10828,Ford,Ecosport,3,33000,Diesel,Manual,21.7,1498,98.96,5,1,950000
10829,Hyundai,Santro,8,55000,Petrol,Manual,17.92,1086,62.1,5,1,225000
10830,Mahindra,Scorpio,7,100000,Diesel,Manual,15.4,1997,120.0,7,2,825000
10831,Ford,Figo,8,80000,Diesel,Manual,20.0,1399,68.05,5,2,193000
10832,Mercedes-Benz,C-Class,8,49000,Petrol,Automatic,14.74,1991,181.03,5,2,1290000
10833,Maruti,Ciaz,4,21000,Diesel,Manual,26.32,1498,93.87,5,2,625000
10834,Ford,Ecosport,7,28000,Petrol,Manual,15.8,1499,110.0,5,1,565000
10835,Hyundai,i20,3,23000,Petrol,Manual,18.6,1197,81.83,5,2,695000
10836,Maruti,Celerio,3,41000,Petrol,Manual,21.63,998,67.04,5,1,400000
10837,Hyundai,i20,9,65000,Petrol,Manual,17.0,1197,80.0,5,1,320000
10839,Mahindra,Scorpio,6,59999,Diesel,Manual,15.4,1997,120.0,7,2,845000
10840,Hyundai,i20,4,23082,Petrol,Manual,18.6,1197,81.83,5,2,625000
10841,Volkswagen,Polo,4,35000,Petrol,Automatic,17.21,1197,103.5,5,1,750000
10843,Maruti,Vitara,4,63000,Diesel,Manual,24.3,1248,88.5,5,1,750000
10844,Honda,Jazz,5,38739,Diesel,Manual,27.3,1498,98.6,5,1,575000
10845,Ford,Ecosport,6,80000,Diesel,Manual,22.77,1498,98.59,5,1,585000
10846,Skoda,Rapid,8,60000,Diesel,Manual,20.5,1598,103.5,5,2,280000
10847,Hyundai,Venue,2,10000,Petrol,Manual,18.27,998,118.35,5,2,870000
10848,Hyundai,Verna,4,30000,Petrol,Manual,17.01,1591,121.3,5,1,880000
10849,Maruti,Vitara,1,1000,Petrol,Manual,17.03,1462,103.26,5,1,1050000
10850,Honda,WR-V,4,5000,Petrol,Manual,17.5,1199,88.7,5,1,790000
10851,Maruti,Alto,10,60000,Petrol,Manual,20.92,998,67.1,5,1,195000
10853,Ford,Ecosport,2,17000,Diesel,Manual,22.77,1498,98.59,5,3,925000
10854,Maruti,Ciaz,6,57000,Petrol,Manual,20.73,1373,91.1,5,1,490000
10855,Maruti,Alto,8,38000,Petrol,Manual,22.74,796,47.3,5,2,190000
10856,Tata,Nexon,4,34000,Petrol,Manual,17.0,1199,118.3,5,2,690000
10858,Maruti,Wagon R,8,61154,Petrol,Manual,20.51,998,67.04,5,2,255000
10859,Ford,Ecosport,5,31000,Petrol,Manual,15.9,1496,120.69,5,2,675000
10861,Maruti,Wagon R,4,25396,Petrol,Automatic,20.51,998,67.0,5,2,410000
10862,Hyundai,i20,3,12000,Petrol,Automatic,17.4,1197,81.86,5,1,845000
10863,Honda,City,10,65000,Petrol,Manual,17.0,1497,118.0,5,1,350000
10864,Ford,Figo,10,120000,Diesel,Manual,20.0,1399,68.0,5,2,150000
10865,Maruti,Swift Dzire,4,48000,Petrol,Manual,19.0,1197,85.8,5,2,475000
10866,Maruti,Alto,8,68450,Petrol,Manual,22.74,796,47.3,5,1,245000
10867,Ford,Ecosport,7,43000,Diesel,Manual,22.7,1498,89.84,5,2,540000
10868,Ford,Ecosport,5,53000,Petrol,Automatic,16.05,1499,110.4,5,2,680000
10870,Maruti,Swift,8,26000,Diesel,Manual,28.4,1248,74.0,5,1,365000
10871,Maruti,Swift,8,51405,Diesel,Manual,28.4,1248,74.0,5,2,345000
10872,Honda,City,15,50000,Petrol,Manual,17.7,1497,78.0,5,2,300000
10874,Maruti,Ciaz,4,56000,Diesel,Manual,28.09,1248,88.5,5,1,665000
10875,Audi,A4,9,38000,Diesel,Automatic,15.2,1968,140.8,5,1,1175000
10876,Volkswagen,Polo,7,80000,Diesel,Manual,20.14,1498,88.8,5,2,325000
10877,Audi,A4,7,60000,Diesel,Automatic,16.55,1968,147.51,5,2,1275000
10878,Maruti,Vitara,4,70000,Diesel,Manual,24.3,1248,88.5,5,2,700000
10879,Hyundai,Grand,4,60000,Petrol,Manual,18.9,1197,81.86,5,1,450000
10880,Maruti,Wagon R,4,55271,CNG,Manual,26.2,998,58.2,5,1,365000
10882,Hyundai,Grand,6,49000,Diesel,Manual,24.0,1120,70.0,5,1,370000
10884,Maruti,Ertiga,5,45700,Diesel,Manual,24.52,1248,88.5,7,2,650000
10885,Renault,KWID,5,12000,Petrol,Manual,25.17,799,53.3,5,1,275000
10886,Honda,City,4,42000,Petrol,Manual,17.4,1497,117.6,5,1,880000
10887,Hyundai,Grand,7,41000,Petrol,Manual,18.9,1197,81.86,5,1,355000
10888,Honda,City,4,45000,Petrol,Automatic,18.0,1497,117.3,5,2,990000
10890,Skoda,Rapid,7,62000,Diesel,Manual,20.5,1598,103.5,5,2,345000
10891,Hyundai,Santro,10,64000,Petrol,Manual,17.92,1086,62.1,5,2,210000
10892,Hyundai,i10,9,65000,Petrol,Manual,20.36,1197,78.9,5,2,235000
10893,Maruti,Alto,13,92000,Petrol,Manual,19.7,796,46.3,5,2,115000
10895,Maruti,Vitara,4,62000,Diesel,Manual,24.3,1248,88.5,5,1,650000
10897,Renault,Duster,7,101895,Diesel,Manual,20.45,1461,83.8,5,1,412000
10898,Maruti,Dzire ZXI,6,41021,Petrol,Manual,23.26,1197,88.5,5,2,500000
10900,Hyundai,Verna,8,62485,Petrol,Manual,17.1,1591,121.3,5,1,445000
10901,Hyundai,i10,11,45000,Petrol,Manual,20.36,1197,78.9,5,2,190000
10903,Honda,City,4,72000,Diesel,Manual,25.1,1498,98.6,5,3,850000
10904,Ford,Ecosport,5,35000,Petrol,Automatic,16.05,1499,110.4,5,1,721000
10905,Hyundai,i10,12,52000,Petrol,Manual,19.81,1086,68.05,5,1,190000
10906,Honda,City,6,69000,Diesel,Manual,24.1,1498,103.56,5,3,601000
10907,Hyundai,Verna,8,64001,Petrol,Automatic,17.01,1591,121.4,5,2,449000
10908,Maruti,Swift,4,40000,Petrol,Manual,22.0,1197,81.8,5,2,515000
10909,Hyundai,Grand,7,29000,Petrol,Manual,18.9,1197,81.86,5,1,385000
10910,Honda,City,4,40000,Petrol,Automatic,18.0,1497,117.3,5,2,940000
10911,Hyundai,Grand,3,41000,CNG,Manual,18.9,1197,65.39,5,1,470000
10912,Volkswagen,Polo,9,62000,Diesel,Manual,22.07,1199,73.9,5,1,225000
10913,Maruti,Vitara,4,57000,Diesel,Manual,24.3,1248,88.5,5,2,825000
10915,Maruti,Swift,6,52000,Diesel,Manual,25.2,1248,74.0,5,1,415000
10917,Volkswagen,Vento,10,90000,Diesel,Manual,20.54,1598,103.6,5,2,350000
10918,Hyundai,i10,8,20000,Petrol,Manual,19.81,1086,68.05,5,2,300000
10919,Volkswagen,Polo,8,46000,Petrol,Manual,16.47,1198,73.9,5,2,365000
10922,Hyundai,Creta,5,52000,Diesel,Manual,19.67,1582,126.2,5,1,950000
10923,Renault,KWID,4,36000,Petrol,Manual,25.17,799,53.3,5,1,320000
10924,Volkswagen,Vento,7,74832,Diesel,Automatic,21.21,1498,103.2,5,1,373000
10925,Honda,Amaze,7,60000,Diesel,Manual,25.8,1498,98.6,5,2,342000
10926,Maruti,Wagon R,3,38000,CNG,Manual,26.6,998,58.16,5,2,415000
10927,Maruti,Alto,5,35286,Petrol,Automatic,23.95,998,67.05,5,1,331000
10928,Maruti,Baleno,4,58000,Diesel,Manual,27.39,1248,74.0,5,1,600000
10932,Maruti,Swift Dzire,9,120000,Diesel,Manual,19.3,1248,73.9,5,2,325000
10933,Hyundai,Verna,9,72545,Diesel,Manual,22.32,1582,126.32,5,2,425000
10934,Hyundai,i10,10,58000,Petrol,Manual,20.36,1197,78.9,5,2,210000
10936,Hyundai,Grand,7,65000,Petrol,Manual,18.9,1197,82.0,5,1,399000
10937,Honda,Amaze,8,75000,Diesel,Manual,25.8,1498,98.6,5,2,350000
10938,Maruti,Celerio,5,12957,Petrol,Manual,23.1,998,67.04,5,2,400000
10940,Maruti,Swift,5,28000,Petrol,Manual,20.4,1197,83.11,5,2,440000
10941,Honda,Amaze,6,15000,Diesel,Manual,25.8,1498,98.6,5,1,525000
10942,Honda,City,6,40212,Petrol,Manual,17.8,1497,117.3,5,2,650000
10943,Maruti,Ertiga,4,45000,Petrol,Manual,19.34,1462,103.0,7,2,745000
10944,Renault,KWID,2,14000,Petrol,Manual,23.01,999,67.0,5,1,390000
10945,Maruti,Swift Dzire,3,70000,Diesel,Automatic,28.4,1248,74.02,5,1,725000
10946,Maruti,Baleno,5,60000,Petrol,Automatic,21.4,1197,83.1,5,1,625000
10948,Hyundai,Santro,13,56000,Petrol,Manual,17.92,1086,62.1,5,2,120000
10949,Hyundai,Verna,8,74000,Petrol,Manual,17.01,1591,121.3,5,3,425000
10951,Maruti,Swift,5,28000,Petrol,Manual,22.0,1197,81.8,5,2,425000
10953,Maruti,Swift,9,85000,Diesel,Manual,22.9,1248,74.0,5,2,280000
10955,Hyundai,Creta,6,40000,Diesel,Automatic,17.01,1582,126.2,5,2,930000
10957,Maruti,Baleno,3,21000,Petrol,Manual,21.01,1197,81.8,5,3,625000
10961,Honda,Amaze,3,40200,Petrol,Manual,17.8,1198,86.7,5,2,650000
10962,Hyundai,Creta,5,110000,Diesel,Manual,21.38,1396,88.7,5,1,720000
10963,Maruti,Swift,8,100000,Diesel,Manual,22.9,1248,74.0,5,1,320000
10964,Hyundai,Grand,5,38000,Diesel,Manual,24.0,1120,70.0,5,2,410000
10965,Honda,Jazz,4,57812,Petrol,Manual,18.2,1199,88.7,5,1,595000
10966,Maruti,Alto,7,58001,Petrol,Manual,22.74,796,47.3,5,1,215000
10967,Hyundai,Grand,4,1010,Petrol,Manual,18.9,1197,81.86,5,2,500000
10968,Hyundai,Grand,5,45000,Petrol,Manual,18.9,1197,82.0,5,1,420000
10970,Hyundai,i20,6,90000,Diesel,Manual,22.54,1396,88.73,5,1,500000
10971,Tata,Tigor,3,16000,Petrol,Automatic,20.3,1199,84.0,5,2,545000
10972,Maruti,Swift Dzire,5,35600,Petrol,Manual,22.0,1197,81.8,5,1,465000
10973,Maruti,Swift,9,30000,Diesel,Manual,22.9,1248,74.0,5,1,325000
10974,Maruti,Alto,7,40000,Petrol,Manual,23.95,998,67.05,5,2,235000
10976,Skoda,Superb,7,36000,Petrol,Automatic,13.7,1798,157.75,5,1,1099000
10977,Maruti,Ertiga,4,63001,Diesel,Manual,24.52,1248,88.5,7,2,725000
10978,Hyundai,Creta,6,64000,Petrol,Manual,15.29,1591,121.3,5,1,875000
10980,Ford,Ecosport,2,19338,Petrol,Manual,15.9,1496,120.69,5,1,985000
10981,Hyundai,i20,6,39838,Diesel,Manual,22.54,1396,88.73,5,1,565000
10983,Hyundai,i20,5,39465,Petrol,Manual,18.6,1197,81.83,5,2,625000
10985,Ford,Ecosport,2,17000,Petrol,Manual,15.9,1496,120.69,5,2,915000
10987,Maruti,Eeco,4,33304,CNG,Manual,21.94,1196,61.7,5,1,331000
10988,Maruti,Swift,6,52000,Petrol,Manual,20.4,1197,81.8,5,1,435000
10990,Skoda,Superb,7,80182,Diesel,Automatic,17.2,1968,138.08,5,1,1075000
10991,Hyundai,i20,7,120000,Diesel,Manual,22.54,1396,88.73,5,2,550000
10992,Mercedes-Benz,C-Class,7,80000,Diesel,Automatic,14.84,2143,170.0,5,2,1475000
10993,Maruti,Vitara,5,45417,Diesel,Manual,24.3,1248,88.5,5,2,750000
10994,Hyundai,Grand,5,6200,Petrol,Manual,18.9,1197,82.0,5,1,410000
10996,Honda,City,12,58000,Petrol,Manual,17.0,1497,118.0,5,1,260000
10997,Honda,City,7,48000,Diesel,Manual,26.0,1498,98.6,5,3,525000
10998,Mercedes-Benz,C-Class,7,87360,Diesel,Automatic,14.84,2143,170.0,5,2,1165000
10999,Mercedes-Benz,C-Class,7,75000,Diesel,Automatic,11.78,2143,167.62,5,2,1450000
11003,Honda,City,7,60000,Diesel,Manual,26.0,1498,98.6,5,2,500000
11004,Maruti,Swift Dzire,3,45000,Petrol,Manual,21.21,1197,81.8,5,2,634000
11005,Hyundai,Creta,6,54525,Petrol,Manual,15.29,1591,121.3,5,1,750000
11007,Honda,Amaze,4,19500,Petrol,Manual,17.8,1198,86.7,5,2,499000
11008,Maruti,Swift,5,28000,Petrol,Manual,20.4,1197,81.8,5,1,425000
11010,Honda,Civic,12,65000,Petrol,Automatic,12.9,1799,130.0,5,1,225000
11011,Maruti,Baleno,4,61000,Petrol,Manual,21.4,1197,83.1,5,3,525000
11012,Hyundai,Creta,4,110000,Diesel,Manual,19.67,1582,126.2,5,1,1045000
11013,Skoda,Rapid,7,72000,Diesel,Automatic,21.66,1498,103.52,5,1,515000
11016,Maruti,Vitara,3,37000,Diesel,Automatic,24.3,1248,88.5,5,2,795000
11018,Volkswagen,Polo,11,106451,Petrol,Manual,16.47,1198,73.9,5,3,225000
11022,Maruti,Wagon R,4,36954,CNG,Manual,26.6,998,58.16,5,1,350000
11023,Maruti,Baleno,3,21000,Petrol,Manual,21.4,1197,83.1,5,1,675000
11025,Hyundai,i20,3,24132,Petrol,Manual,20.35,1197,81.86,5,2,625000
11026,Maruti,Swift Dzire,6,79000,Diesel,Manual,19.3,1248,73.9,5,1,425000
11027,Honda,City,6,66000,Diesel,Manual,26.0,1498,98.6,5,2,575000
11028,Hyundai,Grand,4,50021,Petrol,Manual,18.9,1197,82.0,5,2,470000
11030,Maruti,Wagon R,8,36900,Petrol,Manual,21.79,998,67.05,5,2,265000
11031,Audi,A4,8,48000,Petrol,Automatic,17.84,1395,147.51,5,2,1450000
11032,Ford,Ecosport,8,55000,Diesel,Manual,22.7,1498,89.84,5,2,395000
11034,Hyundai,i20,4,50740,Petrol,Manual,18.6,1197,81.83,5,2,600000
11035,Hyundai,Creta,3,70000,Diesel,Manual,21.38,1396,88.7,5,1,875000
11036,Tata,Nexon,3,27700,Petrol,Automatic,17.0,1198,108.5,5,1,890000
11037,Honda,City,7,42000,Diesel,Manual,25.1,1498,98.6,5,1,625000
11038,Hyundai,Santro,2,2565,Petrol,Automatic,20.3,1086,68.07,5,2,550000
11039,Skoda,Superb,12,83546,Petrol,Automatic,13.7,1798,157.75,5,1,310000
11040,Skoda,Rapid,4,59000,Diesel,Automatic,21.72,1498,108.6,5,3,735000
11041,Hyundai,Creta,5,54400,Petrol,Automatic,13.0,1591,121.3,5,1,980000
11043,Maruti,Swift Dzire,5,52490,Petrol,Manual,19.0,1197,85.8,5,2,465000
11044,Maruti,Ciaz,4,48000,Diesel,Manual,28.09,1248,88.5,5,1,711000
11045,Tata,Nexon,3,24000,Petrol,Manual,17.0,1198,108.5,5,1,750000
11046,Maruti,Baleno,2,9000,Petrol,Automatic,21.4,1197,83.1,5,1,650000
11047,Ford,Ecosport,6,46000,Diesel,Manual,22.7,1498,89.84,5,1,570000
11048,Honda,Amaze,8,78000,Diesel,Manual,25.8,1498,98.6,5,2,365000
11049,Ford,Ecosport,2,19925,Diesel,Manual,23.0,1498,98.96,5,2,949000
11052,Honda,Civic,11,36000,Petrol,Manual,14.8,1799,130.2,5,2,375000
11053,Maruti,Wagon R,3,7000,Petrol,Manual,20.51,998,67.06,5,3,410000
11054,Hyundai,Creta,5,79000,Diesel,Automatic,17.01,1582,126.2,5,1,970000
11055,Maruti,Ertiga,2,5298,Petrol,Manual,19.34,1462,103.0,7,1,900000
11056,Maruti,Wagon R,6,128000,CNG,Manual,26.6,998,58.16,5,1,283000
11058,Maruti,Celerio,2,40000,CNG,Manual,30.47,998,58.33,5,2,465000
11059,Honda,City,9,55584,Petrol,Automatic,15.6,1497,116.3,5,1,450000
11060,Hyundai,i10,8,37200,Petrol,Manual,19.81,1086,68.05,5,2,250000
11061,Maruti,Swift Dzire,7,62000,Petrol,Manual,19.1,1197,85.8,5,2,425000
11062,Maruti,Wagon R,12,70962,Petrol,Manual,18.9,998,67.1,5,2,145000
11063,Maruti,Ertiga,2,28000,Diesel,Manual,24.2,1498,93.87,7,3,1075000
11064,Honda,City,3,21094,Petrol,Automatic,18.0,1497,117.6,5,1,940000
11065,Maruti,Vitara,2,22000,Diesel,Automatic,24.3,1248,88.5,5,1,870000
11066,Maruti,Ertiga,8,57593,Diesel,Manual,24.52,1248,88.5,7,1,480000
11068,Maruti,Alto,8,60000,Petrol,Manual,22.74,796,47.3,5,2,185000
11069,Hyundai,i20,7,54159,Petrol,Manual,18.5,1197,82.85,5,2,410000
11071,Maruti,Eeco,5,63530,Petrol,Manual,15.37,1196,73.0,5,1,245000
11073,Honda,City,16,68000,Petrol,Manual,13.0,1493,100.0,5,3,65000
11074,Maruti,Baleno,3,19000,Petrol,Automatic,19.56,1197,81.8,5,3,699000
11076,Maruti,Alto,4,11000,Petrol,Manual,23.95,998,67.05,5,1,325000
11077,Maruti,Swift,11,62000,Petrol,Manual,16.1,1298,88.2,5,1,219000
11079,Hyundai,Grand,4,30000,Petrol,Manual,18.9,1197,81.86,5,1,485000
11080,Mahindra,Scorpio,4,60000,Diesel,Manual,15.4,1997,120.0,7,1,1000000
11081,Honda,City,7,55000,Diesel,Manual,26.0,1498,98.6,5,1,635000
11083,Hyundai,i10,8,25783,Petrol,Manual,20.36,1197,78.9,5,2,300000
11084,Audi,A4,10,100000,Diesel,Automatic,16.55,1968,147.51,5,2,1150000
11085,Volkswagen,Polo,6,41000,Petrol,Manual,16.47,1198,74.0,5,2,465000
11088,Renault,Duster,8,50000,Diesel,Manual,19.01,1461,108.45,5,1,450000
11089,Hyundai,Grand,4,36732,Diesel,Manual,24.0,1186,73.97,5,2,529000
11090,Hyundai,Grand,3,50000,Diesel,Manual,24.0,1186,73.97,5,1,450000
11091,Hyundai,Creta,5,30000,Petrol,Manual,15.8,1591,121.3,5,1,895000
11092,Maruti,Swift Dzire,5,61483,Petrol,Manual,22.0,1197,81.8,5,1,450000
11093,Maruti,Celerio,4,26000,Petrol,Automatic,23.1,998,67.04,5,1,400000
11094,Hyundai,Verna,10,40000,Petrol,Manual,16.2,1599,103.2,5,1,350000
11095,Hyundai,Verna,6,52000,Diesel,Manual,23.9,1582,126.2,5,2,695000
11096,Honda,Amaze,4,42000,Petrol,Manual,18.0,1198,86.7,5,2,455000
11098,Audi,A4,7,59000,Diesel,Automatic,17.11,1968,174.33,5,1,1275000
11099,Maruti,Swift,6,73000,Diesel,Manual,28.4,1248,74.0,5,2,425000
11100,Maruti,Baleno,4,39500,Petrol,Automatic,21.4,1197,83.1,5,2,600000
11101,Hyundai,Creta,5,35000,Diesel,Manual,19.67,1582,126.2,5,1,1050000
11104,Hyundai,i10,9,55329,Petrol,Manual,20.36,1197,78.9,5,1,260000
11107,Honda,City,9,69000,Petrol,Manual,17.0,1497,118.0,5,1,445000
11108,Hyundai,i10,6,27599,Petrol,Manual,19.81,1086,68.05,5,2,350000
11109,Maruti,Ciaz,4,45000,Diesel,Manual,28.09,1248,88.5,5,2,631000
11110,Volkswagen,Polo,4,35000,Petrol,Manual,16.2,1199,74.0,5,1,425000
11111,Renault,Duster,5,52000,Diesel,Manual,19.87,1461,83.8,5,1,575000
11112,Maruti,Celerio,6,33000,Petrol,Manual,23.1,998,67.04,5,1,370000
11115,Ford,Ecosport,4,24000,Diesel,Manual,22.77,1498,98.59,5,1,680000
11116,Honda,Amaze,8,48080,Diesel,Manual,25.8,1498,98.6,5,1,305000
11119,Honda,Amaze,6,68000,Diesel,Manual,25.8,1498,98.6,5,1,400000
11120,Datsun,GO,3,60000,Petrol,Manual,19.83,1198,67.0,7,2,375000
11121,Mercedes-Benz,C-Class,8,51000,Diesel,Automatic,19.27,2143,167.62,5,1,1290000
11122,Maruti,Ertiga,5,68219,Diesel,Manual,24.52,1248,88.5,7,2,650000
11123,Maruti,Wagon R,5,120000,Petrol,Manual,20.51,998,67.04,5,1,300000
11124,Renault,Duster,7,64000,Diesel,Manual,19.87,1461,83.8,5,1,395000
11125,Mercedes-Benz,C-Class,7,48000,Diesel,Automatic,11.78,2143,167.62,5,2,1431000
11126,Maruti,Ertiga,8,72000,Diesel,Manual,25.47,1248,88.5,7,2,475000
11127,Hyundai,Grand,6,45000,Petrol,Automatic,18.9,1197,82.0,5,2,510000
11129,Maruti,Swift Dzire,3,30000,Diesel,Manual,28.4,1248,74.02,5,2,700000
11130,Maruti,Swift Dzire,5,57200,Petrol,Manual,20.85,1197,83.14,5,1,450000
11131,Hyundai,i20,9,53000,Diesel,Manual,21.9,1396,88.8,5,1,299000
11134,Maruti,Baleno,2,3000,Petrol,Manual,21.01,1197,81.8,5,1,640000
11135,Hyundai,i20,10,60000,Petrol,Manual,17.0,1197,80.0,5,1,245000
11136,Datsun,RediGO,2,2500,Petrol,Manual,22.7,799,53.64,5,2,300000
11137,Maruti,Alto,7,62488,Petrol,Manual,20.92,998,67.1,5,1,235000
11138,Maruti,Ciaz,6,45000,Petrol,Manual,20.73,1373,91.1,5,2,565000
11139,Hyundai,Verna,7,70000,Diesel,Automatic,22.32,1582,126.32,5,2,585000
11140,Maruti,Eeco,6,37000,Petrol,Manual,15.37,1196,73.0,5,2,265000
11141,Maruti,Wagon R,1,7640,Petrol,Manual,21.79,998,67.05,5,2,460000
11142,Maruti,Baleno,6,65000,Petrol,Manual,21.4,1197,83.1,5,1,510000
11143,Hyundai,i20,3,12000,Petrol,Manual,18.6,1197,81.83,5,2,650000
11146,Volkswagen,Vento,10,68500,Petrol,Manual,15.04,1598,103.6,5,2,281000
11147,Hyundai,Verna,6,39000,Petrol,Manual,17.01,1591,121.4,5,2,625000
11148,Volkswagen,Polo,7,62200,Diesel,Manual,22.07,1199,73.9,5,2,350000
11150,Maruti,Eeco,6,37000,Petrol,Manual,15.37,1196,73.0,5,1,260000
11153,Honda,Amaze,3,20000,Petrol,Automatic,19.0,1199,88.76,5,1,699000
11154,Maruti,Swift,6,39000,Petrol,Manual,20.4,1197,81.8,5,1,400000
11156,Hyundai,i20,3,15000,Petrol,Manual,18.6,1197,81.83,5,1,620000
11158,Ford,Ecosport,4,17908,Diesel,Manual,21.7,1498,98.96,5,2,730000
11159,Maruti,Alto,10,57000,CNG,Manual,26.83,796,38.4,5,1,172000
11160,Maruti,Swift,13,66000,Petrol,Manual,16.1,1197,85.0,5,2,170000
11161,Hyundai,i20,6,31000,Diesel,Manual,22.54,1396,88.73,5,3,480000
11162,Maruti,Swift Dzire,6,51000,Petrol,Manual,19.1,1197,85.8,5,2,399000
11163,Audi,A4,9,81000,Diesel,Automatic,15.2,1968,140.8,5,2,1000000
11164,Maruti,Vitara,3,15000,Diesel,Automatic,24.3,1248,88.5,5,2,1000000
11165,Maruti,Dzire LXI,5,10000,Petrol,Manual,23.26,1197,88.5,5,1,500000
11167,Maruti,Swift,14,65000,Petrol,Manual,22.0,1197,81.8,5,2,170000
11168,Hyundai,Creta,5,69000,Diesel,Manual,20.5,1582,126.2,5,3,825000
11169,Hyundai,i20,6,70000,Diesel,Manual,22.54,1396,88.73,5,1,590000
11170,Maruti,Baleno,2,11000,Petrol,Manual,21.01,1197,81.8,5,2,680000
11171,Hyundai,Grand,7,49000,Petrol,Automatic,18.9,1197,82.0,5,1,425000
11174,Ford,Ecosport,6,50000,Diesel,Manual,21.7,1498,98.96,5,2,550000
11175,Maruti,Swift,4,47000,Diesel,Manual,28.4,1248,74.0,5,2,535000
11176,Honda,Amaze,3,17000,Petrol,Automatic,18.3,1199,88.76,5,1,600000
11177,Hyundai,i10,10,56000,Petrol,Manual,19.81,1086,68.05,5,1,225000
11179,Volkswagen,Vento,8,58969,Diesel,Manual,20.54,1598,103.6,5,2,350000
11180,Maruti,Ciaz,6,48002,Diesel,Manual,26.21,1248,88.5,5,2,560000
11181,Maruti,Vitara,5,26225,Diesel,Manual,24.3,1248,88.5,5,2,625000
11182,Renault,Duster,8,67000,Diesel,Manual,19.87,1461,83.8,5,1,385000
11183,Volkswagen,Vento,8,15000,Petrol,Manual,16.09,1598,103.5,5,2,560000
11184,Maruti,Alto,4,110000,Petrol,Manual,23.95,998,67.1,5,2,250000
11185,Maruti,Vitara,5,40000,Diesel,Manual,24.3,1248,88.5,5,1,725000
11186,Skoda,Superb,9,55000,Petrol,Automatic,13.7,1798,157.75,5,1,560000
11187,Maruti,Swift,2,22000,Diesel,Manual,25.2,1248,74.0,5,2,685000
11189,Maruti,Vitara,3,18000,Diesel,Automatic,24.3,1248,88.5,5,2,931000
11190,Maruti,Baleno,15,60500,Petrol,Manual,15.4,1590,94.0,5,1,60000
11191,Maruti,Swift,7,58000,Petrol,Manual,16.1,1197,85.0,5,3,380000
11192,Tata,Nexon,3,25000,Petrol,Automatic,17.0,1198,108.5,5,2,875000
11193,Honda,City,6,60000,Diesel,Manual,26.0,1498,98.6,5,1,595000
11194,Hyundai,i20,7,54159,Petrol,Manual,18.6,1197,81.83,5,2,410000
11195,Maruti,Baleno,2,15103,Petrol,Manual,21.01,1197,81.8,5,2,620000
11196,Tata,Nexon,2,15000,Diesel,Automatic,21.5,1497,108.5,5,1,890000
11199,Renault,Duster,8,90923,Diesel,Manual,19.87,1461,83.8,5,1,425000
11200,Hyundai,i20,8,22000,Petrol,Manual,18.5,1197,82.9,5,2,375000
11201,Maruti,Baleno,6,50000,Diesel,Manual,27.39,1248,74.0,5,2,500000
11202,Hyundai,Verna,9,72193,Diesel,Manual,22.32,1582,126.32,5,2,415000
11204,Maruti,Swift Dzire,10,62000,Petrol,Manual,20.85,1197,83.14,5,1,235000
11205,Honda,City,6,59000,Petrol,Manual,17.4,1497,117.3,5,2,690000
11206,Maruti,Wagon R,6,62000,Petrol,Manual,18.9,998,67.1,5,2,265000
11207,Maruti,Alto,6,45000,Petrol,Manual,23.95,998,67.05,5,2,320000
11208,Hyundai,Grand,5,41000,Petrol,Manual,18.9,1197,82.0,5,2,395000
11211,Maruti,Swift Dzire,5,45000,Petrol,Manual,20.85,1197,83.14,5,2,475000
11212,Hyundai,Creta,4,48000,Diesel,Manual,20.5,1582,126.2,5,1,985000
11215,Maruti,Swift,7,52000,Petrol,Manual,22.0,1197,81.8,5,1,361000
11216,Skoda,Rapid,6,62500,Diesel,Manual,21.14,1498,103.52,5,2,410000
11217,Hyundai,Grand,2,12909,Petrol,Manual,18.9,1197,81.86,5,2,550000
